Ada,Add3,Adh6a,Agr2,Ahnak,Aldh1b1,Aldob,Alpi,Ang4,Anxa1,Anxa10,Anxa13,Anxa5,Apoa1,Apoa4,Apob,Apobec1,Apoc2,Atf5,Axin2,Basp1,Btc,Cavin3,Ccdc71l,Cck,Ccl25,Ccn2,Ccna2,Cdca7,Chga,Chgb,Clca1,Clca3b,Clps,Clu,Cpe,Cps1,Cryab,Cyp2c29,Dclk1,Egfr,F3,Fabp1,Fcgbp,Fos,GFP,Gkn3,Gstm1,Gstm3,Gstt1,Guca2a,H4c9,Hepacam2,Hook1,Ier3,Il18,Il1rn,Insm1,Itln1,Jaml,Junb,Kcne3,Klf4,Lgals3,Lgr5,Lor,Ly6a,Ly6d,Lypd8,Lyz1,Mal,Mki67,Mmp7,Msln,Muc2,Myb,Ndrg1,Neurod1,Neurog3,Nlrp6,Npc1l1,Nt5e,Nupr1,Olfm4,Pclaf,Pclo,Pcsk1,Pigr,Plat,Plaur,Pmepa1,Ppp1r1b,Prap1,Prxl2a,Pycard,Rab3c,Rbp2,Reg1,Reg3a,Reg3b,Reg3g,Reg4,Rgcc,Rhoc,Rnase1,Rps23,S100a7a,S100g,Scg2,Sct,Selenom,Serpinb9b,Sis,Slc12a2,Slc15a1,Slc28a2,Slc2a2,Slc2a5,Slc5a1,Slc7a7,Slc7a8,Slc7a9,Smim24,Smoc2,Spink4,Sprr1a,Sptssb,Sqstm1,Sult6b2,Tac1,Tff3,Tm4sf20,Tm4sf4,Tph1,Tuba1a,Txndc5,Vim,Yap1,Zfp36l2,Zg16
8,0,0,0,73,0,0,2,0,3,2,0,0,3,27,82,1,0,1,0,2,0,0,0,0,0,23,0,1,0,0,0,1,2,58,24,0,0,0,0,3,1,0,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4,5,1,2,0,0,3,0,0,0,0,80,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,0,2,13,1,0,2,1,0,0,1,0,0,0,0,5,0,1,0,0,0,7,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,1,4,0,190,0,0,2,0,4,2,0
12,0,0,0,58,0,4,1,0,0,20,0,1,48,76,16,1,4,1,0,1,3,0,1,0,1,4,0,1,0,0,0,0,2,5,7,1,0,0,0,8,1,0,0,20,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,8,0,8,28,0,19,0,2,0,0,0,2,0,13,0,0,1,0,0,0,1,5,1,1,2,0,0,0,1,0,2,0,9,19,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,175,1,0,0,0,0,1,0
0,0,0,0,69,0,0,0,0,8,2,0,0,0,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,2,2,0,0,12,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,1,2,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,73,0,6,0,0,7,18,1,0,0,4,11,0,1,3,0,2,7,0,1,0,0,1,0,1,0,0,0,0,0,69,13,0,0,0,0,3,109,0,0,7,0,2,0,0,0,0,0,0,0,12,0,3,0,0,0,11,0,6,42,3,4,0,0,0,0,0,0,0,42,0,0,1,0,1,0,0,2,0,1,2,0,1,0,0,0,2,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,19,1,0,0,0,63,0,0,0,0,5,0,0
0,0,0,0,10,0,0,0,0,3,4,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,38,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,1,0,0
0,2,0,0,59,0,0,0,0,8,4,0,0,0,0,3,0,0,13,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,36,0,0,7,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,5,0,3,65,0,2,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,30,1,0,0,0,11,0,0,0,1,1,2,0
0,1,0,0,24,0,0,0,0,1,12,0,0,0,0,6,0,0,8,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,11,0,4,1,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,5,1,0
0,0,1,0,4,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
3,2,0,0,10,0,3,0,0,14,5,2,1,0,17,0,0,0,2,0,2,3,0,3,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,23,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,5,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,15,1,0,0,0,28,0,0,0,0,3,0,21
0,1,0,0,29,0,0,0,0,4,16,2,0,0,0,9,0,0,6,0,1,7,0,2,0,0,0,1,0,0,0,0,0,0,24,8,0,0,0,0,2,136,0,0,10,0,0,0,0,0,0,0,0,1,9,4,2,0,0,0,11,0,2,12,0,1,0,0,0,0,2,0,0,53,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,3,0,0
71,0,0,0,11,0,58,1,0,0,7,0,0,0,61,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,80,0,0,0,0,2,0,0
2,1,0,1,31,0,1,0,0,0,24,2,0,0,2,7,0,1,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,54,0,0,3,0,1,0,0,0,0,0,0,0,3,0,15,0,0,0,3,0,2,58,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,9,7,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,1,0,160,0,0,0,0,1,2,0
0,2,0,0,28,0,0,0,0,0,5,0,0,0,0,6,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,1,0,1,0,0,0,0,0,0,2,1,1,3,0,0,0,3,0,0,42,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,9,0,0,0,0,1,0,0
11,0,0,0,4,0,6,0,0,0,9,0,0,1,2,2,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,18,0,0,0,0,4,0,0
13,1,0,0,5,0,1,0,0,0,1,0,0,0,22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,5
1,1,0,0,3,0,32,0,0,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,54,0,0,0,0,3,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,68,1,0,0,0,2,0,1,0,0,0,49,1,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,200,17,1,0,0,0,6,17,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,15,1,2,2,1,0,0,0,0,0,1,1,0,151,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,3,1,5,0,0
0,2,0,0,7,0,3,0,0,0,4,0,0,0,51,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,2,12,0,0,7,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,67,0,0,0,0,0,0,0
0,0,0,0,59,1,1,0,0,19,1,2,0,0,1,13,0,0,4,0,0,7,0,0,0,0,1,0,4,0,0,0,0,0,14,27,0,1,0,0,5,178,0,0,1,0,2,0,0,0,0,0,0,1,19,1,0,0,1,0,13,0,1,1,0,1,0,0,0,0,1,0,0,117,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,5,1,0,2,0,2,0,1
0,0,0,0,45,0,2,0,0,5,2,0,0,0,0,12,0,0,0,0,1,9,0,0,0,0,8,0,0,0,0,0,0,0,7,1,0,0,0,0,1,20,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,12,0,1,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,27,0,0,1,0,1,0,1
224,0,0,0,17,0,35,20,0,2,7,1,0,8,162,18,0,0,3,0,0,1,0,3,0,1,0,1,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,1,1,0,0,2,1,0,1,6,0,17,22,3,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,2,7,0,4,2,0,4,0,0,0,1,2,16,1,1,0,39,0,0,0,1,1,0,0,1,3,2,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,1,128,0,3,0,2,1,0,0
5,0,0,0,13,0,0,0,0,0,20,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,30,0,5,0,0,1,1,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,26,1,0,0,0,0,0,0
1,1,0,0,59,0,1,0,0,16,5,0,0,0,0,15,0,1,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,6,79,0,0,13,0,0,0,0,0,0,0,0,1,7,0,0,0,4,0,17,0,0,91,0,1,0,5,0,0,0,0,0,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,1,1,0,0,0,6,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,3,0,1,0,0,0,1,3,0,1
1,0,0,3,24,0,4,0,0,2,3,0,0,0,0,2,0,0,0,0,1,10,0,0,0,0,4,0,1,0,0,0,2,0,48,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,2,7,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,34,0,0,0,0,1,0,3
3,0,0,0,11,0,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,31,0,0,0,0,2,0,0
0,0,0,0,44,0,0,0,0,4,1,0,0,0,0,62,0,0,2,0,3,1,0,1,0,0,43,0,0,0,0,0,0,0,67,10,1,1,0,0,5,181,0,0,1,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,6,0,2,9,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,1,0,1,0,0
1,1,0,0,49,0,2,0,0,6,8,1,0,0,0,32,1,0,4,0,5,17,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,2,164,0,0,7,0,1,0,0,0,0,0,0,2,19,0,0,0,0,0,14,0,1,13,1,2,0,0,0,0,0,1,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,1,0,0,0,22,0,0,0,0,2,1,0
0,2,0,0,42,0,0,0,1,11,9,0,0,0,1,10,1,2,7,0,1,9,0,1,0,0,1,0,0,0,0,0,0,1,3,8,1,0,0,0,1,144,0,0,3,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,15,1,4,14,1,9,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,36,0,0,0,1,2,0,0
7,0,0,0,9,0,3,0,0,0,10,0,0,0,14,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,45,0,0,0,0,1,0,0
0,0,0,2,25,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,3,93,0,0,1,47,0,4,0,0,0,0,0,0,3,0,1,0,12,0,3,0,0,11,0,1,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,0,0,0,0,1,0
5,0,0,0,13,0,6,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,1,0,0
5,0,0,0,1,0,0,0,0,1,2,0,0,0,91,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,29,0,0,0,0,1,0,0
1,1,0,0,61,0,0,0,0,6,0,0,0,0,0,43,2,0,3,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,58,35,0,1,0,0,3,31,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,6,1,2,26,0,6,0,0,1,1,1,0,0,134,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,3,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,1,0,0,0,2,0,0
1,0,0,0,54,0,0,0,1,52,1,0,1,0,7,18,0,0,1,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,8,21,0,0,0,0,9,76,0,0,6,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,7,0,1,11,0,8,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,1,2,0,0
0,1,0,0,98,0,0,0,0,9,1,0,0,0,0,24,1,0,4,0,4,5,0,0,0,0,14,0,1,0,0,0,0,0,7,13,0,1,0,0,6,98,0,0,2,0,0,0,1,0,0,0,0,1,24,0,0,0,0,0,26,1,3,6,0,0,0,0,0,1,0,1,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0,3,0,1,0,0
0,1,0,0,62,0,0,0,0,3,11,0,0,0,0,5,0,0,0,0,2,9,0,0,0,0,2,0,0,0,0,0,0,1,14,3,0,0,0,0,3,163,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,12,0,3,2,0,0,1,0,0,0,1,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,1,0,1,0,2,1,0
3,0,0,0,38,0,0,0,0,1,5,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,2,10,0,0,0,0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,2,2,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,55,0,0,0,1,1,0,0
0,1,0,0,43,0,0,0,0,4,3,0,0,0,0,4,0,0,4,0,1,11,0,0,0,0,1,0,0,0,0,0,0,1,3,13,1,0,0,0,1,104,0,0,8,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,11,0,2,3,1,18,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,3,0,0,1,1,2,1,0
15,0,0,0,20,0,17,0,0,0,8,0,1,0,15,4,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,8,0,5,6,0,0,1,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,7,0,0,1,1,29,0,0,0,0,3,0,0
85,0,0,0,10,0,25,3,0,1,12,0,0,12,42,16,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,4,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,9,2,1,0,21,1,0,2,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14,0,0,5,0,157,0,0,0,1,0,0,0
0,0,0,1,6,0,8,0,0,0,5,0,0,1,1,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,55,0,0,0,0,0,0,118
2,0,0,0,2,0,0,0,0,0,2,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0
1,1,0,0,27,0,0,0,0,26,8,1,0,0,3,4,2,0,0,0,5,5,0,2,0,0,47,0,0,0,0,0,0,1,13,5,1,0,0,0,17,68,0,0,0,0,4,0,0,0,1,0,0,0,39,0,2,0,0,0,14,0,7,6,0,0,0,0,0,0,1,0,0,33,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,11,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,0,7,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,69,0,0,0,0,4,2,2,0,0,0,51,0,0,1,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,26,14,0,1,0,0,6,55,0,0,19,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,6,6,2,0,0,0,0,0,0,0,0,109,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,4,0,0,0,0,1,0,0
0,0,0,0,31,0,0,0,0,2,2,1,0,0,0,23,0,0,1,0,3,5,0,1,0,0,9,0,0,0,0,0,0,0,38,4,1,0,0,0,0,212,0,0,3,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,6,0,2,6,1,1,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,12,0,0,1,0,7,1,0,1,0,1,0,0
